run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,,,,,,,
ERR2726653,216851,genus,0.025909,Faecalibacterium,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,0.292410923765142,,
ERR2726653,2302956,species,0.0259839999999999,Faecalibacterium sp. AF27-11BH,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,s__Faecalibacterium sp. AF27-11BH__2302956,0.938763725091428,
ERR2726653,718252,strain,0.037852,Faecalibacterium prausnitzii L2-6,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,s__Faecalibacterium prausnitzii__853,st__Faecalibacterium prausnitzii L2-6__718252,0.93543565015701
ERR2726653,411483,species,0.018212,Faecalibacterium duncaniae,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,s__Faecalibacterium duncaniae__411483,0.749084993899928,
ERR2726653,2086273,species,0.105872,Subdoligranulum sp. APC924/74,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Subdoligranulum__292632,s__Subdoligranulum sp. APC924/74__2086273,0.988029830777176,
ERR2726653,717961,strain,0.034509,[Eubacterium] siraeum V10Sc8a,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,s__[Eubacterium] siraeum__39492,st__[Eubacterium] siraeum V10Sc8a__717961,0.976530861759792,
ERR2726653,2293203,species,0.010616,Ruminococcus sp. AM31-32,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Ruminococcus__1263,s__Ruminococcus sp. AM31-32__2293203,0.943479775637456,
ERR2726653,2093857,species,0.007369,Dysosmobacter welbionis,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Dysosmobacter__2591381,s__Dysosmobacter welbionis__2093857,0.961081212402811,
ERR2726653,292800,species,0.002,Flavonifractor plautii,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Flavonifractor__946234,s__Flavonifractor plautii__292800,0.734038226921484,
ERR2726653,2108523,species,0.002359,Lawsonibacter asaccharolyticus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Lawsonibacter__2172004,s__Lawsonibacter asaccharolyticus__2108523,0.86770442667143,
ERR2726653,1628085,species,0.006213,Agathobaculum butyriciproducens,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Butyricicoccaceae__3085642,g__Agathobaculum__2048137,s__Agathobaculum butyriciproducens__1628085,0.856759954157216,
ERR2726653,745368,species,0.011365,Gemmiger formicilis,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,g__Gemmiger__204475,s__Gemmiger formicilis__745368,0.748316840630758,,
ERR2726653,2211183,species,0.006513,Evtepia gabavorous,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,g__Evtepia__2211178,s__Evtepia gabavorous__2211183,0.969232251021946,,
