run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,,,,,,,
ERR1913019,2292935,species,0.019224,Bacteroides sp. AF39-10AT,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides sp. AF39-10AT__2292935,0.924472026160471,
ERR1913019,411479,strain,0.025829,Bacteroides uniformis ATCC 8492,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides uniformis__820,st__Bacteroides uniformis ATCC 8492__411479,0.746412018022694
ERR1913019,1236512,strain,0.006318,Bacteroides rodentium JCM 16496,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides rodentium__691816,st__Bacteroides rodentium JCM 16496__1236512,0.862502178585897
ERR1913019,817,species,0.004214,Bacteroides fragilis,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides fragilis__817,0.673647824318813,
ERR1913019,537012,strain,0.02019,Bacteroides cellulosilyticus DSM 14838,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides cellulosilyticus__246787,st__Bacteroides cellulosilyticus DSM 14838__537012,0.935397664555788
ERR1913019,1470345,species,0.003714,Bacteroides timonensis,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides timonensis__1470345,0.934500813338686,
ERR1913019,1077285,strain,0.007629,Bacteroides faecis MAJ27,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides faecis__674529,st__Bacteroides faecis MAJ27__1077285,0.907304798698593
ERR1913019,483215,strain,0.004261,Bacteroides finegoldii DSM 17565,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides finegoldii__338188,st__Bacteroides finegoldii DSM 17565__483215,0.824644164294381
ERR1913019,657309,strain,0.000697,Bacteroides xylanisolvens XB1A,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides xylanisolvens__371601,st__Bacteroides xylanisolvens XB1A__657309,0.784719398129282
ERR1913019,816,genus,0.000856,Bacteroides,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,0.0254287969762934,,
